event_date,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_code,admin_division_name,admin_division_population,longitude,latitude,temp,humidity,wind
13-03-2016 00:00,landslide,rain,small,above_road,0,0,US,California,1224,-121.1358,38.8758,11.3,82,20
22-02-2015 20:30,mudslide,mining,medium,mine,4,0,BD,Sylhet,39218,91.7483,25.1472,18.4,91,3.9
22-07-2015 00:00,landslide,continuous_rain,medium,urban,5,0,IN,Assam,12871,92.9974,24.7979,27.1,93,0.8
27-02-2015 15:00,complex,downpour,medium,above_road,0,0,FR,Midi-Pyrénées,3516,0.0161,43.0204,4.1,70,12.9
15-08-2015 00:00,landslide,continuous_rain,medium,above_road,0,0,IN,Uttarakhand,7725,78.3299,30.9085,19.7,86,2.6
23-03-2015 00:00,landslide,continuous_rain,medium,above_road,0,0,IN,Kashmir,6755,74.0357,34.0796,9.5,63,6.4
12-08-2014 15:15,debris_flow,downpour,medium,above_road,0,0,US,Washington,1191,-121.0489,46.6752,22,42,5.2
30-08-2015 00:00,debris_flow,downpour,medium,natural_slope,0,0,US,Utah,1520,-111.3112067,37.11344851,34.4,14,4.4
30-04-2014 00:00,debris_flow,rain,medium,above_river,0,0,CA,British Columbia,2830,-118.8419,50.6082,20.1,26,3.6
28-12-2015 09:00,landslide,continuous_rain,small,above_road,0,0,US,Texas,12355,-97.2405,32.6791,2.6,96,22.3
26-07-2015 00:00,landslide,rain,small,bluff,0,0,GB,Northern Ireland,5566,-6.2546,55.2115,10.9,89,13.4
14-06-2016 10:00,rock_fall,downpour,medium,natural_slope,0,0,HR,Dubrova?ko-Neretvanska,28428,18.1014,42.6493,24.7,59,4.4
18-02-2012 00:00,landslide,tropical_cyclone,medium,above_road,0,0,MG,Alaotra Mangoro,29212,48.3774,-18.9481,20.9,97,2.4
27-07-2015 18:00,landslide,downpour,small,urban,7,3,ID,North Sumatra,100561,99.2454,1.3994,22.7,97,4.3
12-07-2015 13:00,landslide,continuous_rain,small,above_road,0,0,US,West Virginia,1036,-80.5741,40.21,19.5,89,4.2
24-02-2016 23:00,landslide,rain,medium,above_road,0,0,US,Pennsylvania,5951,-80.0813,40.4372,11.8,90,7.7
02-06-2016 02:00,rock_fall,downpour,small,natural_slope,1,1,IN,Andhra Pradesh,874587,80.6526,16.5145,27.7,74,14.3
31-03-2014 15:00,landslide,rain,small,above_road,0,0,AF,Panjshir,65000,69.5546,35.3047,5.5,63,5.4
06-09-2015 00:00,landslide,continuous_rain,medium,urban,0,0,HN,Copán,27753,-88.7731,14.7698,20,96,1.6
14-01-2014 00:00,landslide,tropical_cyclone,medium,above_road,0,0,PH,Eastern Visayas,8303,124.980934,10.3863054,25.5,94,11.2
14-04-2015 00:00,rock_fall,downpour,small,above_road,0,0,US,Kentucky,486,-83.4667,37.9951,21,78,10
28-09-2011 00:00,landslide,rain,medium,below_road,0,0,IN,West Bengal,46427,88.3372,26.8545,20.8,95,2.1
23-07-2015 00:00,landslide,continuous_rain,small,above_road,0,0,US,California,4525,-117.8098,34.3618,15.3,47,10
04-07-2015 00:00,landslide,rain,small,urban,0,0,US,Colorado,416427,-104.8538,38.8117,24.5,54,4.4
01-07-2014 23:00,landslide,downpour,medium,mine,13,2,ID,Papua,0,136.3632,-3.814,28.1,90,2.9
13-05-2016 00:00,mudslide,downpour,small,above_road,1,0,CH,Glarus,1080,8.9745,46.8598,4.7,95,3.4
16-12-2014 09:00,mudslide,rain,small,urban,0,0,US,California,8962,-122.4614,37.8893,10.4,96,3.8
04-01-2015 15:39,translational_slide,rain,medium,above_road,3,1,CN,Guizhou Sheng,1110,106.2055,28.14,8.6,94,7.4
11-11-2015 00:00,landslide,downpour,small,above_road,0,0,PA,Chiriquí,2823,-82.8014,8.833,19.1,98,4.3
11-04-2015 08:30,landslide,continuous_rain,small,above_road,0,0,US,West Virginia,1860,-81.1495,39.4396,11.1,58,14.2
30-07-2014 09:00,mudslide,continuous_rain,large,deforested_slope,151,0,IN,Maharashtra,25997,73.6873,19.162,22.1,90,21.3
17-06-2014 23:00,landslide,downpour,small,above_road,0,0,NP,Far Western,23416,80.7651,29.2983,23.4,97,3.3
28-02-2014 00:00,mudslide,downpour,large,above_road,0,0,US,California,1027,-118.5585,34.6218,16.3,47,10.1
14-02-2016 00:00,rock_fall,freeze_thaw,small,above_road,0,0,US,Colorado,16887,-107.8717,37.072,4.5,62,11.4
27-09-2015 00:00,landslide,rain,medium,urban,0,0,GT,Guatemala,994938,-90.5352,14.6429,18.6,93,3.8
19-01-2014 00:00,landslide,downpour,medium,bluff,0,0,IT,Liguria,3656,9.0563,44.3804,5.2,98,1.9
25-02-2007 14:30,landslide,downpour,small,above_road,0,0,US,Oregon,583776,-122.7066,45.5259,5.3,87,13.6
05-08-2015 00:00,landslide,continuous_rain,medium,above_road,0,0,PH,Soccsksargen,4815,125.2242,7.0225,19.7,91,8.1
24-03-2016 18:00,landslide,construction,small,other,0,0,US,New Jersey,18411,-74.4478,40.8044,13.4,55,16
16-06-2016 23:00,mudslide,downpour,medium,above_road,0,0,KG,Jalal-Abad,23594,72.3313,41.4873,18.8,84,7.9
19-12-2015 00:00,landslide,continuous_rain,medium,natural_slope,0,0,MY,Sabah,73653,115.2203,5.3149,26.1,88,4.8
07-07-2016 00:00,landslide,monsoon,large,above_road,0,0,IN,Manipur,223523,94.3136,25.0118,21.3,93,0.7
24-02-2016 09:00,rock_fall,freeze_thaw,small,above_road,0,0,CA,Ontario,519949,-79.8324,43.2372,0,93,19.9
05-08-2016 00:00,landslide,downpour,medium,above_road,5,8,IN,Kashmir,9106,74.9455,33.0068,22.8,87,3.6
27-07-2015 00:00,landslide,downpour,small,above_road,0,0,IN,Kashmir,20553,75.7702,33.2706,23,98,3.5
16-02-2016 23:00,rock_fall,mining,small,mine,1,1,BD,Sylhet,237000,91.8644,24.9007,15.8,94,2.9
03-10-2016 00:00,landslide,tropical_cyclone,medium,above_road,0,0,HT,Sud,3054,-74.3853,18.3153,28.5,80,12.8
11-09-2015 00:00,rock_fall,rain,medium,above_road,0,0,US,Alaska,2369,-132.6394,56.6215,14.6,96,17.8
20-06-2016 00:00,landslide,continuous_rain,medium,above_road,0,0,TW,Taiwan,350468,121.7755,24.3504,28.9,80,7.4
10-01-2006 09:00,mudslide,downpour,medium,above_road,0,0,US,Washington,8199,-122.7007,47.0708,8.3,92,22.8
12-03-2015 11:50,landslide,rain,medium,mine,0,0,US,West Virginia,51400,-81.6026,38.3686,3.8,92,7.6
09-02-2014 18:00,mudslide,downpour,large,above_road,4,0,BO,Potosí,141251,-65.948,-19.366,11,74,3.9
17-12-2009 00:00,rock_fall,rain,medium,above_road,1,2,GR,Thessaly,2113,22.5703077,39.875223,11.7,90,7.1
19-08-2015 15:00,landslide,continuous_rain,medium,above_road,0,0,IN,Nagaland,92113,94.1051,25.6278,19.5,97,5.1
06-03-2015 00:00,mudslide,rain,medium,above_road,0,0,US,Kentucky,717,-82.4895,37.9176,-6.3,73,10.3
20-12-2015 00:00,landslide,no_apparent_trigger,large,urban,0,3,CN,Guangdong,11071424,113.2685,23.1321,14.2,63,10.9
10-06-2015 15:00,landslide,downpour,medium,natural_slope,4,7,FR,Corsica,1882,8.9095,42.3749,14.2,52,1
11-01-2014 00:00,landslide,tropical_cyclone,medium,above_road,0,0,PH,Central Luzon,41235,121.0246,14.923,23.9,78,17.6
03-01-2015 00:34,rock_fall,earthquake,medium,above_road,0,0,US,Idaho,1081,-114.2346,44.5072,-10.4,68,7.7
30-04-2016 00:00,rock_fall,downpour,small,above_road,0,0,PA,Veraguas,0,-80.8605,8.4408,25.5,87,2.6
20-06-2015 00:00,landslide,continuous_rain,small,other,0,0,BG,Plovdiv,340494,24.7502,42.1436,15,94,6.2
11-06-2015 00:00,landslide,continuous_rain,small,above_road,0,0,JP,Kumamoto,26163,130.6507,32.664,23.3,97,11.6
01-08-2014 16:30,mudslide,rain,small,above_road,0,0,US,Colorado,5236,-106.1009,38.4316,13.7,71,0.5
01-07-2014 00:00,mudslide,continuous_rain,small,above_road,0,0,TH,Ranong,24561,98.6937,9.9077,24,97,11.3
03-03-2015 22:00,mudslide,rain,small,bluff,0,0,US,Washington,1035,-122.3631,47.9897,8.9,33,11.3
12-01-2014 18:00,mudslide,downpour,medium,above_road,0,0,US,Washington,20254,-122.3039,47.9459,5.1,91,21.5
01-12-2015 00:00,landslide,rain,small,above_road,0,0,JM,Saint Catherine,12873,-76.9429,18.0918,22.5,82,7
12-10-2014 14:00,riverbank_collapse,continuous_rain,small,above_river,0,0,MY,Sabah,71585,116.1465,5.9122,26.5,87,6.6
05-07-2016 00:00,landslide,downpour,medium,above_road,0,0,TH,Chiang Mai,0,99.2853,18.7723,24.3,95,3.9
12-12-2014 09:00,debris_flow,downpour,small,burned_area,0,0,US,California,50073,-117.8178,34.1647,13,90,10
19-03-2016 00:00,landslide,construction,medium,mine,6,1,CN,Yunnan,0,101.453,21.7254,13.1,74,1
07-05-2014 17:30,landslide,rain,small,above_road,0,0,IN,Maharashtra,10866,73.1822,18.5158,28.7,84,8.7
11-09-2014 00:00,landslide,continuous_rain,medium,above_road,0,0,IN,Rajasthan,16557,73.703,24.1965,23.3,96,3.4
07-04-2015 00:00,landslide,rain,small,above_road,0,0,RS,Central Serbia,0,22.0726,43.3215,1.8,100,5.4
27-10-2015 00:00,mudslide,rain,small,above_road,0,0,CR,Alajuela,5745,-84.1841,10.06,17.6,95,2.3
20-07-2016 14:30,mudslide,downpour,medium,above_road,0,0,US,Colorado,1320,-108.012,37.9933,16.8,77,3.1
19-01-1997 00:00,debris_flow,downpour,small,above_road,0,0,US,Washington,5138,-122.5337,47.4296,10.1,82,16
12-06-2015 00:00,landslide,rain,medium,above_road,0,0,NI,Managua,1902,-86.0418,12.5769,24.3,88,3.1
25-07-2016 00:00,rock_fall,mining,medium,natural_slope,1,0,US,Tennessee,1350,-88.166,35.2507,30.2,71,6.4
17-11-2015 00:00,mudslide,rain,medium,above_road,0,0,US,Washington,2075,-121.225,47.717,3.7,84,7.4
06-11-2015 15:00,rock_fall,no_apparent_trigger,small,natural_slope,2,1,BG,Lovech,3528,25.0328,43.2436,13.9,63,3.7
12-04-2016 09:00,rock_fall,rain,small,above_road,0,0,CO,Valle del Cauca,2392877,-76.6104,3.4856,17,99,2.3
30-12-2014 04:30,landslide,rain,small,other,2,1,MY,Pahang,7000,101.3947,4.4982,16.8,83,8.5
12-03-2016 00:00,landslide,rain,medium,above_road,0,0,US,California,1305,-123.3792,38.6498,11.1,81,4.7
16-06-2015 06:15,landslide,downpour,medium,urban,4,0,IN,Meghalaya,63645,90.215,25.5114,26.8,86,6.1
20-10-2016 00:00,landslide,tropical_cyclone,medium,above_road,0,0,PH,Ilocos,2083,120.4201,16.5857,26.2,91,45.5
16-08-2015 00:00,landslide,rain,small,deforested_slope,0,0,PH,Central Visayas,798634,123.8842,10.3607,25.5,89,0.4
03-03-2015 23:00,mudslide,rain,medium,above_road,0,0,US,West Virginia,2406,-81.7889,37.4076,13,89,19.2
07-07-2016 00:00,landslide,continuous_rain,medium,retaining_wall,2,2,IN,Assam,4713,91.3681,25.9611,27.2,90,4.5
14-03-2015 00:00,landslide,flooding,small,below_road,0,0,US,Ohio,2620,-84.2361,39.1537,9.9,93,11.8
26-10-2015 00:00,rock_fall,earthquake,small,above_road,4,0,PK,Gilgit-Baltistan,0,73.6075,36.2556,4.8,95,0.4
05-01-2012 03:30,landslide,downpour,very_large,mine,41,16,PH,Davao,2221,125.9690316,7.192836513,25.7,84,9.9
13-12-2015 17:46,debris_flow,rain,small,above_road,0,0,US,California,5287,-122.2577,37.4053,11.5,92,20.5
20-06-2016 17:00,mudslide,downpour,medium,above_road,0,0,KG,Osh,0,73.3043,40.2598,12.2,75,4.1
01-10-2016 00:00,landslide,rain,medium,above_road,0,0,PH,Central Luzon,221178,120.2683,14.8435,26.8,88,3.3
18-03-2015 23:00,landslide,continuous_rain,small,above_road,0,0,EC,Loja,13035,-79.7811,-4.3313,21.9,99,3.6
08-07-2015 15:00,mudslide,continuous_rain,medium,above_road,0,0,US,New Mexico,1770,-105.4304,36.7069,13.2,74,9.2
09-12-2015 00:00,mudslide,flooding,medium,above_road,0,0,US,Washington,1965,-120.6271,47.5881,9.9,90,7.1
31-07-2015 09:00,landslide,continuous_rain,medium,below_road,0,0,IN,Manipur,8797,94.3551,24.819,16.8,100,6.2
21-03-2015 00:00,rock_fall,rain,medium,above_road,0,0,BG,Plovdiv,8745,24.1185,42.1205,-1,67,8
26-06-2015 00:00,landslide,continuous_rain,large,above_river,0,0,NP,Western Region,0,84.8942,28.266,24.2,82,2.3
05-05-2015 00:00,landslide,construction,medium,natural_slope,4,0,ID,West Java,0,107.6012,-7.1788,19.6,91,6.3
22-07-2016 00:00,landslide,downpour,medium,urban,0,0,MY,Selangor,69302,101.756,3.1082,23.5,98,3.8
11-10-2015 00:00,landslide,rain,large,urban,0,0,US,Colorado,13813,-104.8318,38.7612,22.8,23,8.7
03-12-2014 09:00,debris_flow,downpour,small,burned_area,0,0,US,California,46361,-117.9057,34.1542,14.1,94,7.7
12-12-2014 00:30,mudslide,rain,small,above_road,0,0,US,Washington,1307,-122.3941,47.803,10.2,90,10.5
08-12-2015 23:00,landslide,rain,medium,above_road,0,0,US,Washington,33313,-122.3633,47.488,13.2,92,20.8
10-03-2015 00:00,landslide,downpour,medium,below_road,0,0,ME,Opština Kolašin,2989,18.8587,42.3153,5.6,74,4.3
12-06-2015 16:50,mudslide,downpour,small,above_road,0,0,US,California,14414,-118.4688,35.1433,24.1,40,3.7
24-06-2015 00:00,landslide,downpour,medium,above_road,0,0,US,Wyoming,3009,-108.164,43.5009,32.4,17,9.4
11-06-2015 09:00,landslide,downpour,small,natural_slope,0,0,JP,Kumamoto,26163,130.6279,32.6443,23.7,94,15.6
18-12-2015 09:00,landslide,continuous_rain,small,above_road,1,0,US,Oregon,8466,-124.1288,44.029,12.8,93,31.9
15-02-2016 09:00,rock_fall,freeze_thaw,medium,above_road,0,0,US,Colorado,9614,-107.1974,39.5874,-1.2,85,7.4
17-10-2014 18:30,landslide,downpour,medium,urban,5,3,MM,Shan,160115,97.0235,20.7844,17.3,100,3.2
22-05-2016 00:00,rock_fall,earthquake,unknown,natural_slope,0,0,TW,Taiwan,0,120.7925,22.752,20.5,86,2.5
27-09-2015 00:00,landslide,rain,medium,above_road,0,0,GT,Guatemala,141455,-90.5289,14.5337,20.8,85,2.9
13-12-2015 19:45,mudslide,downpour,medium,above_road,0,0,US,California,1468,-118.8962,34.8813,11.3,41,7.7
03-04-2007 08:35,landslide,earthquake,medium,above_river,0,0,TJ,Khatlon,17471,69.118,38.2616,20.5,36,10.5
08-02-2014 00:00,landslide,downpour,large,above_road,14,0,BO,Cochabamba,1074,-66.532,-17.2353,6.4,95,3.6
28-05-2016 17:00,mudslide,downpour,medium,above_road,0,0,KG,Batken,0,71.5777,40.0205,15.9,71,7.2
26-12-1996 00:00,debris_flow,freeze_thaw,small,above_road,0,0,US,Oregon,14095,-122.1828,45.5492,2.3,72,15.6
07-08-2016 00:00,landslide,continuous_rain,medium,above_road,0,0,IN,Kashmir,8101,74.839,33.0716,25.9,97,3.6
12-05-2014 00:00,landslide,rain,small,above_road,0,0,IN,Kashmir,6755,74.0241,34.0893,13.8,83,3.3
20-10-2016 00:00,landslide,tropical_cyclone,medium,urban,1,0,PH,Cordillera,11742,120.8211,16.7999,17.7,95,13.1
17-03-2011 00:00,landslide,rain,medium,urban,5,0,PH,Eastern Visayas,189090,124.9736,11.2529,25.7,84,22.4
04-06-2016 00:00,mudslide,continuous_rain,large,natural_slope,0,0,RU,Krasnodarskiy,30000,39.4476,43.9701,17.9,80,6.4
07-11-2006 09:00,mudslide,continuous_rain,medium,above_road,0,0,US,Oregon,8466,-124.1207,44.1029,15.8,98,30.4
20-03-2011 00:00,landslide,rain,medium,bluff,0,0,US,Washington,2045,-122.5949,48.0414,10.3,62,1.4
15-03-2015 00:00,mudslide,downpour,small,above_road,0,0,US,Washington,20254,-122.32,47.9144,12,89,10.1
26-01-2014 18:00,landslide,downpour,small,above_road,0,0,GB,England,2270,-4.7891,50.2722,5.7,68,37.9
10-01-2014 19:30,rock_fall,rain,medium,mine,4,0,PE,Cusco,0,-71.7832,-13.4862,21.8,76,4.9
07-10-2016 00:00,riverbank_collapse,rain,medium,above_river,0,0,VN,Th?a Thi n-Hu?,0,107.5007,16.5281,26.1,91,5.2
28-08-2014 09:00,landslide,downpour,medium,mine,7,0,NI,Ogun State,6315,-84.5919,14.0256,22.9,96,3.6
20-05-2014 00:00,landslide,downpour,small,natural_slope,0,0,NZ,Southland,1651,167.6337,-46.7748,,,
14-11-2015 00:00,landslide,rain,medium,urban,0,0,IN,Tamil Nadu,16396,80.2119,12.9746,25.4,93,16.8
25-07-2015 09:00,landslide,continuous_rain,medium,natural_slope,2,0,IN,Assam,2000,91.8717,26.1062,32.9,61,11.6
12-10-2014 00:00,other,rain,small,retaining_wall,0,0,SV,San Salvador,33767,-89.2361,13.6891,23.8,76,2.6
10-12-2014 10:00,landslide,downpour,small,above_river,0,1,CA,British Columbia,21150,-124.4677,49.3507,11.3,91,26.3
28-09-2015 00:00,landslide,rain,medium,urban,0,0,HN,Francisco Morazán,1438,-87.2507,14.1105,21.9,90,2.8
07-08-2015 00:00,landslide,tropical_cyclone,small,above_road,0,0,PH,Autonomous Region in Muslim Mindanao,2666,123.3647,7.8675,25.1,92,18
21-10-2014 03:00,rock_fall,rain,small,above_road,0,0,CO,Santander,11265,-73.4081,6.8907,22.4,87,3.5
19-07-2016 15:00,mudslide,downpour,medium,above_road,0,0,US,Washington,3890,-119.9177,47.8885,19.5,61,2.9
10-06-2016 01:04,landslide,earthquake,small,above_road,0,0,US,California,3429,-116.4331,33.2108,30,37,6.4
06-02-2015 00:00,mudslide,downpour,small,above_road,0,0,US,Oregon,20078,-122.5846,42.1397,11.4,80,15.7
31-07-2016 23:00,landslide,rain,medium,above_road,0,2,IN,Himachal Pradesh,4351,77.1043,31.6865,23.4,94,1.1
25-07-2010 00:00,landslide,downpour,medium,urban,0,3,IN,Himachal Pradesh,173503,77.1727,31.1054,18.7,88,3
09-12-2015 00:00,landslide,flooding,small,above_road,0,0,US,Washington,33313,-122.3635,47.4895,13.3,90,18.6
05-07-2015 18:00,landslide,continuous_rain,medium,natural_slope,0,0,NP,Western Region,0,84.2461,28.2631,18.5,92,2.3
07-06-2016 00:00,landslide,downpour,medium,above_road,0,0,GB,England,28544,-1.7615,53.8452,11.7,91,7.6
28-04-2015 00:00,mudslide,snowfall_snowmelt,large,natural_slope,250,0,NP,Central Region,0,85.4611,28.2001,5.1,67,3.4
11-11-2015 00:00,landslide,rain,small,above_road,0,0,CR,San José,8292,-84.3841,9.8747,19.6,93,3.1
04-11-2015 00:00,rock_fall,no_apparent_trigger,medium,above_road,0,0,US,Kentucky,6903,-82.4382,37.4067,22.7,68,7.3
06-07-2016 00:00,mudslide,downpour,large,natural_slope,35,0,CN,Xinjiang Uyghur Autonomous Region,0,76.6344,37.0791,10.5,85,3.8
17-09-2014 00:00,landslide,downpour,small,below_road,0,0,GU,Asan,2137,144.7187,13.4582,,,
20-08-2014 04:00,debris_flow,downpour,large,natural_slope,72,0,JP,Hiroshima,1143841,132.44,34.4854,27.1,84,7.9
29-07-2016 05:45,landslide,rain,medium,above_road,0,0,NZ,Taranaki,6318,174.3119,-39.0675,11.4,64,30.4
12-04-2014 12:00,mudslide,rain,small,above_road,0,0,US,West Virginia,1413,-82.5052,38.163,11.2,94,3.7
06-08-2014 00:00,mudslide,continuous_rain,small,urban,0,0,CL,Valparaíso,294551,-71.5376,-32.9747,7.6,86,4.7
27-01-2014 00:00,snow_avalanche,snowfall_snowmelt,large,natural_slope,0,0,US,Alaska,3976,-145.91,61.0883,2.1,73,5.5
13-07-2015 00:00,landslide,downpour,small,above_road,0,0,US,West Virginia,1009,-80.4459,38.5653,22.9,88,2.9
15-05-2014 00:00,mudslide,downpour,small,above_road,0,0,US,Maryland,23717,-77.0008,38.6987,20,83,9
08-03-2016 00:00,mudslide,rain,small,natural_slope,0,0,US,California,4407,-121.748,36.5538,11.4,80,13.2
17-09-2015 00:00,landslide,flooding,medium,other,0,0,PA,Coclé,0,-80.1978,8.5415,26.1,84,13.7
29-10-2015 00:00,landslide,mining,medium,mine,5,0,ID,West Java,111476,107.7271,-6.9656,28,72,3.3
27-04-2015 00:00,landslide,downpour,medium,urban,7,0,BR,Bahia,2711840,-38.4764,-12.9379,24.9,94,9.4
08-07-2016 23:00,rock_fall,downpour,medium,above_road,0,0,CN,Sichuan,0,102.6171,30.0554,22.9,94,0.4
15-09-2015 09:00,mudslide,downpour,small,above_road,0,0,US,California,9083,-117.5834,33.7474,20.6,82,3.1
04-07-2014 00:00,landslide,rain,large,mine,70,100,MM,Kachin,90894,96.3167,25.6157,25.8,99,2.9
30-11-2015 09:00,rock_fall,no_apparent_trigger,medium,natural_slope,0,0,LB,Mont-Liban,0,35.6275,33.7001,14.4,66,13.5
26-10-2015 00:00,unknown,snowfall_snowmelt,medium,mine,1,20,PK,Khyber Pakhtunkhwa,0,73.8295,34.9354,-1.7,99,4.2
18-07-2015 18:00,mudslide,downpour,medium,above_road,0,0,US,California,1468,-118.8953,34.818,17.4,63,7.3
02-07-2016 14:30,mudslide,other,large,natural_slope,0,0,US,California,3394,-122.1826,41.3912,2.7,52,2.5
01-05-2014 00:00,mudslide,rain,small,above_road,0,0,CA,British Columbia,4684,-122.7408,49.031,21.9,42,8.7
05-06-2016 23:00,rock_fall,downpour,medium,natural_slope,0,0,IN,Bihar,96730,85.6285,24.6997,28.3,72,11.5
12-12-2014 05:30,debris_flow,downpour,small,burned_area,0,0,US,California,50073,-117.8864,34.1516,15.1,81,5.1
05-04-2010 09:00,mudslide,construction,small,above_road,0,0,US,Washington,608660,-122.3667,47.6261,4.8,94,13.5
31-10-2014 23:00,debris_flow,downpour,medium,burned_area,0,0,US,California,65201,-118.9815,34.1972,18.8,74,7.7
22-04-2016 00:00,mudslide,downpour,large,below_road,0,0,US,Wisconsin,51320,-91.2105,43.8156,18.2,51,8.9
06-12-2014 09:30,debris_flow,tropical_cyclone,small,above_road,0,0,PH,Eastern Visayas,3069,125.4568,11.7521,25.9,88,58.6
07-04-2016 00:00,unknown,continuous_rain,medium,bluff,0,0,GB,England,2504,-5.0379,50.5466,6.9,73,29.2
26-09-2015 00:00,landslide,rain,small,below_road,0,0,NI,Jinotega,51073,-85.9925,13.0805,22.1,86,3.1
13-07-2016 00:00,landslide,rain,medium,natural_slope,0,0,AU,Victoria,1777,143.8872,-38.6309,5.3,86,24.5
07-08-2015 00:00,mudslide,continuous_rain,medium,deforested_slope,0,0,NP,Central Region,4000,85.514,27.6788,18.4,93,1.8
04-09-2014 00:00,rock_fall,downpour,small,above_road,0,3,IN,Kashmir,9106,74.9426,33.0086,18,91,5.4
07-12-2015 00:00,landslide,flooding,medium,above_road,0,0,US,Oregon,20646,-122.875,45.5803,12.6,73,19.4
18-03-2015 00:00,landslide,downpour,medium,urban,0,0,CR,Cartago,26594,-83.9401,9.8815,16.2,72,6.1
09-10-2016 23:00,landslide,rain,medium,urban,0,0,FJ,Central,77366,178.4267,-18.1347,22,89,10.3
26-10-2014 23:00,landslide,rain,medium,above_road,0,1,LK,Central,111701,80.854,7.2943,18.8,99,3.8
15-07-2014 00:00,landslide,rain,small,above_road,0,0,IN,West Bengal,43000,88.4694,27.059,21.3,98,1.6
08-03-2014 00:00,landslide,downpour,medium,below_road,0,0,US,Washington,20254,-122.2675,47.9569,11.7,74,11.4
28-07-2016 23:00,landslide,downpour,medium,retaining_wall,0,0,IN,Nagaland,29499,94.7844,25.8702,21,94,3.4
16-04-2016 00:00,rock_fall,earthquake,medium,above_road,0,0,JP,Kumamoto,27978,131.0044,32.872,17.1,43,7.4
14-08-2014 00:00,landslide,rain,medium,deforested_slope,1,0,NP,Central Region,107157,84.6073,27.737,24.5,92,5.1
13-07-2015 00:00,landslide,continuous_rain,small,above_road,0,0,US,West Virginia,994,-80.7205,38.499,23.5,87,3.3
07-09-2014 00:00,debris_flow,rain,small,burned_area,0,0,US,California,14578,-116.8146,33.7354,34.3,31,9.1
20-07-2016 14:30,mudslide,downpour,medium,above_road,0,0,US,Colorado,1320,-108.044,38.0072,17.1,77,3.1
06-06-2015 00:00,landslide,rain,medium,above_road,0,0,GT,Guatemala,28492,-90.4792,14.4236,20.4,92,4.2
05-10-2016 00:00,landslide,rain,medium,above_road,0,0,NP,Western Region,107157,84.5386,27.8987,24.7,92,2.9
04-03-2015 00:00,mudslide,rain,medium,above_river,0,0,US,West Virginia,1090,-81.9237,37.657,13,90,18.9
25-10-2015 00:00,landslide,downpour,medium,above_road,0,0,IN,Kashmir,7317,75.1982,33.3041,7,91,3.5
12-05-2015 00:00,landslide,earthquake,medium,natural_slope,0,0,NP,Central Region,1600,85.7262,28.0257,0.8,82,4.8
26-04-2016 22:40,rock_fall,rain,small,above_road,0,0,US,Wyoming,3009,-108.1822,43.5091,4.1,67,24.2
22-06-2015 00:00,rock_fall,monsoon,small,above_road,0,0,IN,Maharashtra,64460,73.3678,18.7686,23.8,95,20
19-08-2015 00:00,landslide,rain,medium,above_road,0,0,IN,Meghalaya,55290,92.3825,25.2568,23,98,13.8
12-10-2014 00:00,landslide,tropical_cyclone,large,natural_slope,0,0,IN,Odisha,22264,84.1917,19.2046,18.7,99,25
11-06-2009 00:00,landslide,flooding,small,above_river,3,0,US,Utah,48174,-111.8132,41.7385,14.2,80,5
16-08-2015 00:00,landslide,continuous_rain,medium,above_road,0,0,IN,Arunachal Pradesh,0,96.9262,27.8835,26.3,99,2.7
07-07-2015 02:00,landslide,continuous_rain,medium,deforested_slope,0,0,US,Colorado,2325,-107.7791,37.8514,7.5,83,1.4
18-07-2015 00:00,landslide,monsoon,medium,above_road,0,0,IN,Himachal Pradesh,19540,76.3226,32.2239,21.2,88,5.1
11-03-2016 09:00,mudslide,rain,medium,above_road,0,0,US,California,7273,-123.8033,39.4416,14.3,90,22.2
01-05-2016 00:00,landslide,downpour,medium,above_road,0,0,IN,Arunachal Pradesh,1834,96.5316,28.0822,20.7,77,3.3
09-07-2014 03:00,mudslide,rain,medium,mine,31,1,CN,Yunnan,0,98.8704,26.8844,29.1,79,3.6
26-07-2015 07:00,landslide,continuous_rain,small,urban,0,0,BD,Chittagong,3920222,91.8022,22.4254,26,92,29.5
26-10-2015 00:00,rock_fall,earthquake,unknown,above_road,4,1,PK,Khyber Pakhtunkhwa,0,73.2242,35.2882,11.8,100,1.6
05-03-2014 09:00,landslide,downpour,medium,above_road,0,0,US,Oregon,14546,-122.7686,45.5829,11.3,93,7.9
10-03-2016 08:00,landslide,construction,small,mine,3,0,PH,Mimaropa,549543,121.1601,14.6115,30.1,74,10.2
12-08-2015 00:30,landslide,downpour,medium,mine,64,4,CN,Shaanxi,0,110.2098,33.4482,22.7,84,7.3
21-11-2015 22:30,landslide,rain,medium,below_road,1,0,HN,Copán,1340,-88.8098,14.6893,23.4,92,0.7
23-05-2016 20:15,landslide,downpour,medium,mine,14,10,MM,Kachin,90894,96.2961,25.6127,23.4,96,2.9
12-10-2014 00:00,landslide,rain,medium,above_road,0,0,SV,La Libertad,124694,-89.32,13.6905,24,76,2.6
16-09-2015 00:00,landslide,downpour,medium,above_road,0,0,IN,Odisha,41170,82.7935,18.7828,21.7,98,8.6
24-12-2015 10:00,landslide,construction,small,natural_slope,1,5,IN,NCT,293908,77.2791,28.5746,17.1,47,16.1
24-11-2014 15:00,landslide,continuous_rain,small,other,2,0,CN,Shaanxi,132654,108.9952,32.7044,9.8,87,3.7
